source_path,exists,row_count,candidate_columns,source_role,usable_for_fork_exposure,source_gap_reason
outputs\ib0b_mainline_route_definition_v1_3b\qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_route_definition_control_points_used_ib0_candidates.geojson,True,9,case_id|control_id|control_role|highway|included_in_required_way|lat|lon|match_score|matched_id_text|name|name_osm|nearest_ordered_path_offset_m|note|order|ordered_path_length_m|osm_id_current|osm_way_id_current|overlap_ratio|phase|projected_lat|projected_lon|projected_route_dist_m|projection_method|projection_offset_to_osm_m|projection_ok|required|route_action|route_point_warning|route_role|search_window_end_m|search_window_start_m,route_semantic_context_not_fork_inventory,False,"Route semantic, surface, guidepost, facility, trail, path, road, or way context exists, but it is not a governed fork/decision point inventory."
outputs\ib0b_mainline_route_definition_v1_3b_anchor_only_retry\qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_mainline_debug_segments_ib0_candidates.csv,True,18,route_id|case_id|case_name|activity_type|activity_name|activity_fp|ia1_version|ia1_dataset_id|ia1_snapshot_tag|input_stage|ab_mode|route_definition_mode|control_points_fp|osm_way_id|name|highway_norm|route_role|mainline_role|distance_to_gpx_m|overlap_ratio|match_score,route_semantic_context_not_fork_inventory,False,"Route semantic, surface, guidepost, facility, trail, path, road, or way context exists, but it is not a governed fork/decision point inventory."
outputs\ib0b_mainline_route_definition_v1_3b_anchor_only_retry\qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_mainline_ib0_candidates.geojson,True,18,ab_mode|activity_buffer_fetch_m|activity_buffer_match_m|activity_fp|activity_name|activity_source|activity_type|case_id|case_name|control_points_fp|distance_score|distance_to_activity_m|distance_to_gpx_m|gpx_buffer_fetch_m|gpx_buffer_match_m|gpx_source|highway|highway_norm|ia1_dataset_id|ia1_snapshot_tag|ia1_version|input_stage|mainline_role|match_score|match_score_threshold|max_distance_m|min_overlap_ratio|name|osm_element_type|osm_id|osm_source|osm_way_id|overlap_len_m|overlap_ratio|pipeline_stage|route_definition_mode|route_id|route_role|segment_len_m|selected|semantic_score,route_semantic_context_not_fork_inventory,False,"Route semantic, surface, guidepost, facility, trail, path, road, or way context exists, but it is not a governed fork/decision point inventory."
outputs\ib0b_mainline_route_definition_v1_3b_anchor_only_retry\qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_mainline_ordered_path_ib0_candidates.geojson,True,1,ab_mode|activity_fp|activity_name|activity_type|analysis_unit|anchor_source_mode|case_id|case_name|control_points_fp|ia1_dataset_id|ia1_snapshot_tag|ia1_version|input_stage|length_m|path_node_n|route_definition_mode|route_id|source,route_semantic_context_not_fork_inventory,False,"Route semantic, surface, guidepost, facility, trail, path, road, or way context exists, but it is not a governed fork/decision point inventory."
outputs\ib0b_mainline_route_definition_v1_3b_anchor_only_retry\qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_route_definition_control_points_used_ib0_candidates.csv,True,9,case_id|control_id|control_role|phase|name|lat|lon|required|order|route_action|note|projection_ok|projection_offset_to_osm_m|matched_id_text|osm_way_id_current|osm_id_current|highway|name_osm|route_role|match_score|overlap_ratio|projected_lat|projected_lon|projected_route_dist_m|nearest_ordered_path_offset_m|ordered_path_length_m|included_in_required_way|projection_method|search_window_start_m|search_window_end_m|route_point_warning,route_semantic_context_not_fork_inventory,False,"Route semantic, surface, guidepost, facility, trail, path, road, or way context exists, but it is not a governed fork/decision point inventory."
outputs\ib0b_mainline_route_definition_v1_3b_anchor_only_retry\qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_route_definition_control_points_used_ib0_candidates.geojson,True,9,case_id|control_id|control_role|highway|included_in_required_way|lat|lon|match_score|matched_id_text|name|name_osm|nearest_ordered_path_offset_m|note|order|ordered_path_length_m|osm_id_current|osm_way_id_current|overlap_ratio|phase|projected_lat|projected_lon|projected_route_dist_m|projection_method|projection_offset_to_osm_m|projection_ok|required|route_action|route_point_warning|route_role|search_window_end_m|search_window_start_m,route_semantic_context_not_fork_inventory,False,"Route semantic, surface, guidepost, facility, trail, path, road, or way context exists, but it is not a governed fork/decision point inventory."
outputs\ib0b_mainline_route_definition_v1_3b_control_points_only\juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b_mainline_debug_segments_ib0_candidates.csv,True,39,route_id|case_id|case_name|activity_type|activity_name|activity_fp|ia1_version|ia1_dataset_id|ia1_snapshot_tag|input_stage|ab_mode|route_definition_mode|control_points_fp|osm_way_id|name|highway_norm|route_role|mainline_role|distance_to_gpx_m|overlap_ratio|match_score,route_semantic_context_not_fork_inventory,False,"Route semantic, surface, guidepost, facility, trail, path, road, or way context exists, but it is not a governed fork/decision point inventory."
outputs\ib0b_mainline_route_definition_v1_3b_control_points_only\juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b_mainline_ib0_candidates.geojson,True,39,ab_mode|activity_buffer_fetch_m|activity_buffer_match_m|activity_fp|activity_name|activity_source|activity_type|case_id|case_name|control_points_fp|distance_score|distance_to_activity_m|distance_to_gpx_m|gpx_buffer_fetch_m|gpx_buffer_match_m|gpx_source|highway|highway_norm|ia1_dataset_id|ia1_snapshot_tag|ia1_version|input_stage|mainline_role|match_score|match_score_threshold|max_distance_m|min_overlap_ratio|name|osm_element_type|osm_id|osm_source|osm_way_id|overlap_len_m|overlap_ratio|pipeline_stage|route_definition_mode|route_id|route_role|segment_len_m|selected|semantic_score,route_semantic_context_not_fork_inventory,False,"Route semantic, surface, guidepost, facility, trail, path, road, or way context exists, but it is not a governed fork/decision point inventory."
outputs\ib0b_mainline_route_definition_v1_3b_control_points_only\juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b_mainline_ordered_path_ib0_candidates.geojson,True,1,ab_mode|activity_fp|activity_name|activity_type|analysis_unit|anchor_source_mode|case_id|case_name|control_points_fp|ia1_dataset_id|ia1_snapshot_tag|ia1_version|input_stage|length_m|path_node_n|route_definition_mode|route_id|source,route_semantic_context_not_fork_inventory,False,"Route semantic, surface, guidepost, facility, trail, path, road, or way context exists, but it is not a governed fork/decision point inventory."
outputs\ib0b_mainline_route_definition_v1_3b_control_points_only\juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b_route_definition_control_points_used_ib0_candidates.csv,True,3,case_id|control_id|control_role|phase|name|lat|lon|required|order|route_action|note|projection_ok|projection_offset_to_osm_m|matched_id_text|osm_way_id_current|osm_id_current|highway|name_osm|route_role|match_score|overlap_ratio|projected_lat|projected_lon|projected_route_dist_m|nearest_ordered_path_offset_m|ordered_path_length_m|included_in_required_way|projection_method|search_window_start_m|search_window_end_m|route_point_warning,route_semantic_context_not_fork_inventory,False,"Route semantic, surface, guidepost, facility, trail, path, road, or way context exists, but it is not a governed fork/decision point inventory."
outputs\ib0b_mainline_route_definition_v1_3b_control_points_only\juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b_route_definition_control_points_used_ib0_candidates.geojson,True,3,case_id|control_id|control_role|highway|included_in_required_way|lat|lon|match_score|matched_id_text|name|name_osm|nearest_ordered_path_offset_m|note|order|ordered_path_length_m|osm_id_current|osm_way_id_current|overlap_ratio|phase|projected_lat|projected_lon|projected_route_dist_m|projection_method|projection_offset_to_osm_m|projection_ok|required|route_action|route_point_warning|route_role|search_window_end_m|search_window_start_m,route_semantic_context_not_fork_inventory,False,"Route semantic, surface, guidepost, facility, trail, path, road, or way context exists, but it is not a governed fork/decision point inventory."
outputs\ib0b_mainline_route_definition_v1_3b_control_points_only\qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b_mainline_debug_segments_ib0_candidates.csv,True,28,route_id|case_id|case_name|activity_type|activity_name|activity_fp|ia1_version|ia1_dataset_id|ia1_snapshot_tag|input_stage|ab_mode|route_definition_mode|control_points_fp|osm_way_id|name|highway_norm|route_role|mainline_role|required_way_match|distance_to_gpx_m|overlap_ratio|match_score,route_semantic_context_not_fork_inventory,False,"Route semantic, surface, guidepost, facility, trail, path, road, or way context exists, but it is not a governed fork/decision point inventory."
outputs\ib0b_mainline_route_definition_v1_3b_control_points_only\qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b_mainline_ib0_candidates.geojson,True,28,ab_mode|activity_buffer_fetch_m|activity_buffer_match_m|activity_fp|activity_name|activity_source|activity_type|case_id|case_name|control_points_fp|distance_score|distance_to_activity_m|distance_to_gpx_m|gpx_buffer_fetch_m|gpx_buffer_match_m|gpx_source|highway|highway_norm|ia1_dataset_id|ia1_snapshot_tag|ia1_version|input_stage|mainline_role|match_score|match_score_threshold|max_distance_m|min_overlap_ratio|name|osm_element_type|osm_id|osm_source|osm_way_id|overlap_len_m|overlap_ratio|pipeline_stage|required_way_match|route_definition_mode|route_id|route_role|segment_len_m|selected|semantic_score,route_semantic_context_not_fork_inventory,False,"Route semantic, surface, guidepost, facility, trail, path, road, or way context exists, but it is not a governed fork/decision point inventory."
outputs\ib0b_mainline_route_definition_v1_3b_control_points_only\qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b_mainline_ordered_path_ib0_candidates.geojson,True,1,ab_mode|activity_fp|activity_name|activity_type|analysis_unit|anchor_source_mode|case_id|case_name|control_points_fp|ia1_dataset_id|ia1_snapshot_tag|ia1_version|input_stage|length_m|path_node_n|route_definition_mode|route_id|source,route_semantic_context_not_fork_inventory,False,"Route semantic, surface, guidepost, facility, trail, path, road, or way context exists, but it is not a governed fork/decision point inventory."
outputs\ib0b_mainline_route_definition_v1_3b_control_points_only\qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b_mainline_required_way_qa_ib0_candidates.csv,True,2,case_id|input_stage|ab_mode|control_id|control_role|name|required_way_id|projection_offset_to_osm_m|projection_ok|required_way_in_input|required_way_in_mainline|matched_id_text|highway|name_osm,route_semantic_context_not_fork_inventory,False,"Route semantic, surface, guidepost, facility, trail, path, road, or way context exists, but it is not a governed fork/decision point inventory."
outputs\ib0b_mainline_route_definition_v1_3b_control_points_only\qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b_route_definition_control_points_used_ib0_candidates.csv,True,5,case_id|control_id|control_role|phase|name|lat|lon|required|order|route_action|note|projection_ok|projection_offset_to_osm_m|matched_id_text|osm_way_id_current|osm_id_current|highway|name_osm|route_role|match_score|overlap_ratio|projected_lat|projected_lon|projected_route_dist_m|nearest_ordered_path_offset_m|ordered_path_length_m|included_in_required_way|projection_method|search_window_start_m|search_window_end_m|route_point_warning,route_semantic_context_not_fork_inventory,False,"Route semantic, surface, guidepost, facility, trail, path, road, or way context exists, but it is not a governed fork/decision point inventory."
outputs\ib0b_mainline_route_definition_v1_3b_control_points_only\qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b_route_definition_control_points_used_ib0_candidates.geojson,True,5,case_id|control_id|control_role|highway|included_in_required_way|lat|lon|match_score|matched_id_text|name|name_osm|nearest_ordered_path_offset_m|note|order|ordered_path_length_m|osm_id_current|osm_way_id_current|overlap_ratio|phase|projected_lat|projected_lon|projected_route_dist_m|projection_method|projection_offset_to_osm_m|projection_ok|required|route_action|route_point_warning|route_role|search_window_end_m|search_window_start_m,route_semantic_context_not_fork_inventory,False,"Route semantic, surface, guidepost, facility, trail, path, road, or way context exists, but it is not a governed fork/decision point inventory."
outputs\ib0b_mainline_route_definition_v1_3b_control_points_only\qixing_lengshuikeng_xiaoyoukeng_gpx_osmrefresh_v1_3b\qixing_lengshuikeng_xiaoyoukeng_gpx_osmrefresh_v1_3b_mainline_debug_segments_ib0_candidates.csv,True,50,route_id|case_id|case_name|activity_type|activity_name|activity_fp|ia1_version|ia1_dataset_id|ia1_snapshot_tag|input_stage|ab_mode|route_definition_mode|control_points_fp|osm_way_id|name|highway_norm|route_role|mainline_role|distance_to_gpx_m|overlap_ratio|match_score,route_semantic_context_not_fork_inventory,False,"Route semantic, surface, guidepost, facility, trail, path, road, or way context exists, but it is not a governed fork/decision point inventory."
outputs\ib0b_mainline_route_definition_v1_3b_control_points_only\qixing_lengshuikeng_xiaoyoukeng_gpx_osmrefresh_v1_3b\qixing_lengshuikeng_xiaoyoukeng_gpx_osmrefresh_v1_3b_mainline_debug_segments_ib0_matched.csv,True,50,route_id|case_id|case_name|activity_type|activity_name|activity_fp|ia1_version|ia1_dataset_id|ia1_snapshot_tag|input_stage|ab_mode|route_definition_mode|control_points_fp|osm_way_id|name|highway_norm|route_role|mainline_role|distance_to_gpx_m|overlap_ratio|match_score,route_semantic_context_not_fork_inventory,False,"Route semantic, surface, guidepost, facility, trail, path, road, or way context exists, but it is not a governed fork/decision point inventory."
outputs\ib0b_mainline_route_definition_v1_3b_control_points_only\qixing_lengshuikeng_xiaoyoukeng_gpx_osmrefresh_v1_3b\qixing_lengshuikeng_xiaoyoukeng_gpx_osmrefresh_v1_3b_mainline_ib0_candidates.geojson,True,50,ab_mode|activity_buffer_fetch_m|activity_buffer_match_m|activity_fp|activity_name|activity_source|activity_type|case_id|case_name|control_points_fp|distance_score|distance_to_activity_m|distance_to_gpx_m|gpx_buffer_fetch_m|gpx_buffer_match_m|gpx_source|highway|highway_norm|ia1_dataset_id|ia1_snapshot_tag|ia1_version|input_stage|mainline_role|match_score|match_score_threshold|max_distance_m|min_overlap_ratio|name|osm_element_type|osm_id|osm_source|osm_way_id|overlap_len_m|overlap_ratio|pipeline_stage|route_definition_mode|route_id|route_role|segment_len_m|selected|semantic_score,route_semantic_context_not_fork_inventory,False,"Route semantic, surface, guidepost, facility, trail, path, road, or way context exists, but it is not a governed fork/decision point inventory."
outputs\ib0b_mainline_route_definition_v1_3b_control_points_only\qixing_lengshuikeng_xiaoyoukeng_gpx_osmrefresh_v1_3b\qixing_lengshuikeng_xiaoyoukeng_gpx_osmrefresh_v1_3b_mainline_ib0_matched.geojson,True,50,ab_mode|activity_buffer_fetch_m|activity_buffer_match_m|activity_fp|activity_name|activity_source|activity_type|case_id|case_name|control_points_fp|distance_score|distance_to_activity_m|distance_to_gpx_m|gpx_buffer_fetch_m|gpx_buffer_match_m|gpx_source|highway|highway_norm|ia1_dataset_id|ia1_snapshot_tag|ia1_version|input_stage|mainline_role|match_score|match_score_threshold|max_distance_m|min_overlap_ratio|name|osm_element_type|osm_id|osm_source|osm_way_id|overlap_len_m|overlap_ratio|pipeline_stage|route_definition_mode|route_id|route_role|segment_len_m|selected|semantic_score,route_semantic_context_not_fork_inventory,False,"Route semantic, surface, guidepost, facility, trail, path, road, or way context exists, but it is not a governed fork/decision point inventory."
outputs\ib0b_mainline_route_definition_v1_3b_control_points_only\qixing_lengshuikeng_xiaoyoukeng_gpx_osmrefresh_v1_3b\qixing_lengshuikeng_xiaoyoukeng_gpx_osmrefresh_v1_3b_mainline_ordered_path_ib0_candidates.geojson,True,1,ab_mode|activity_fp|activity_name|activity_type|analysis_unit|anchor_source_mode|case_id|case_name|control_points_fp|ia1_dataset_id|ia1_snapshot_tag|ia1_version|input_stage|length_m|path_node_n|route_definition_mode|route_id|source,route_semantic_context_not_fork_inventory,False,"Route semantic, surface, guidepost, facility, trail, path, road, or way context exists, but it is not a governed fork/decision point inventory."
outputs\ib0b_mainline_route_definition_v1_3b_control_points_only\qixing_lengshuikeng_xiaoyoukeng_gpx_osmrefresh_v1_3b\qixing_lengshuikeng_xiaoyoukeng_gpx_osmrefresh_v1_3b_mainline_ordered_path_ib0_matched.geojson,True,1,ab_mode|activity_fp|activity_name|activity_type|analysis_unit|anchor_source_mode|case_id|case_name|control_points_fp|ia1_dataset_id|ia1_snapshot_tag|ia1_version|input_stage|length_m|path_node_n|route_definition_mode|route_id|source,route_semantic_context_not_fork_inventory,False,"Route semantic, surface, guidepost, facility, trail, path, road, or way context exists, but it is not a governed fork/decision point inventory."
outputs\ib0b_mainline_route_definition_v1_3b_control_points_only\qixing_lengshuikeng_xiaoyoukeng_gpx_osmrefresh_v1_3b\qixing_lengshuikeng_xiaoyoukeng_gpx_osmrefresh_v1_3b_route_definition_control_points_used_ib0_candidates.csv,True,3,case_id|control_id|control_role|phase|name|lat|lon|required|order|route_action|note|projection_ok|projection_offset_to_osm_m|matched_id_text|osm_way_id_current|osm_id_current|highway|name_osm|route_role|match_score|overlap_ratio|projected_lat|projected_lon|projected_route_dist_m|nearest_ordered_path_offset_m|ordered_path_length_m|included_in_required_way|projection_method|search_window_start_m|search_window_end_m|route_point_warning,route_semantic_context_not_fork_inventory,False,"Route semantic, surface, guidepost, facility, trail, path, road, or way context exists, but it is not a governed fork/decision point inventory."
outputs\ib0b_mainline_route_definition_v1_3b_control_points_only\qixing_lengshuikeng_xiaoyoukeng_gpx_osmrefresh_v1_3b\qixing_lengshuikeng_xiaoyoukeng_gpx_osmrefresh_v1_3b_route_definition_control_points_used_ib0_candidates.geojson,True,3,case_id|control_id|control_role|highway|included_in_required_way|lat|lon|match_score|matched_id_text|name|name_osm|nearest_ordered_path_offset_m|note|order|ordered_path_length_m|osm_id_current|osm_way_id_current|overlap_ratio|phase|projected_lat|projected_lon|projected_route_dist_m|projection_method|projection_offset_to_osm_m|projection_ok|required|route_action|route_point_warning|route_role|search_window_end_m|search_window_start_m,route_semantic_context_not_fork_inventory,False,"Route semantic, surface, guidepost, facility, trail, path, road, or way context exists, but it is not a governed fork/decision point inventory."
outputs\ib0b_mainline_route_definition_v1_3b_control_points_only\qixing_lengshuikeng_xiaoyoukeng_gpx_osmrefresh_v1_3b\qixing_lengshuikeng_xiaoyoukeng_gpx_osmrefresh_v1_3b_route_definition_control_points_used_ib0_matched.csv,True,3,case_id|control_id|control_role|phase|name|lat|lon|required|order|route_action|note|projection_ok|projection_offset_to_osm_m|matched_id_text|osm_way_id_current|osm_id_current|highway|name_osm|route_role|match_score|overlap_ratio|projected_lat|projected_lon|projected_route_dist_m|nearest_ordered_path_offset_m|ordered_path_length_m|included_in_required_way|projection_method|search_window_start_m|search_window_end_m|route_point_warning,route_semantic_context_not_fork_inventory,False,"Route semantic, surface, guidepost, facility, trail, path, road, or way context exists, but it is not a governed fork/decision point inventory."
outputs\ib0b_mainline_route_definition_v1_3b_control_points_only\qixing_lengshuikeng_xiaoyoukeng_gpx_osmrefresh_v1_3b\qixing_lengshuikeng_xiaoyoukeng_gpx_osmrefresh_v1_3b_route_definition_control_points_used_ib0_matched.geojson,True,3,case_id|control_id|control_role|highway|included_in_required_way|lat|lon|match_score|matched_id_text|name|name_osm|nearest_ordered_path_offset_m|note|order|ordered_path_length_m|osm_id_current|osm_way_id_current|overlap_ratio|phase|projected_lat|projected_lon|projected_route_dist_m|projection_method|projection_offset_to_osm_m|projection_ok|required|route_action|route_point_warning|route_role|search_window_end_m|search_window_start_m,route_semantic_context_not_fork_inventory,False,"Route semantic, surface, guidepost, facility, trail, path, road, or way context exists, but it is not a governed fork/decision point inventory."
outputs\ib0b_mainline_route_definition_v1_3b_control_points_only\qixing_lengshuikeng_xiaoyoukeng_gpx_osmrefresh_v1_3b_mainline_ib0_candidates.geojson,True,50,ab_mode|activity_buffer_fetch_m|activity_buffer_match_m|activity_fp|activity_name|activity_source|activity_type|case_id|case_name|control_points_fp|distance_score|distance_to_activity_m|distance_to_gpx_m|gpx_buffer_fetch_m|gpx_buffer_match_m|gpx_source|highway|highway_norm|ia1_dataset_id|ia1_snapshot_tag|ia1_version|input_stage|mainline_role|match_score|match_score_threshold|max_distance_m|min_overlap_ratio|name|osm_element_type|osm_id|osm_source|osm_way_id|overlap_len_m|overlap_ratio|pipeline_stage|route_definition_mode|route_id|route_role|segment_len_m|selected|semantic_score,route_semantic_context_not_fork_inventory,False,"Route semantic, surface, guidepost, facility, trail, path, road, or way context exists, but it is not a governed fork/decision point inventory."
outputs\ib0b_mainline_route_definition_v1_3b_control_points_only\qixing_lengshuikeng_xiaoyoukeng_gpx_osmrefresh_v1_3b_mainline_ordered_path_ib0_candidates.geojson,True,1,ab_mode|activity_fp|activity_name|activity_type|analysis_unit|anchor_source_mode|case_id|case_name|control_points_fp|ia1_dataset_id|ia1_snapshot_tag|ia1_version|input_stage|length_m|path_node_n|route_definition_mode|route_id|source,route_semantic_context_not_fork_inventory,False,"Route semantic, surface, guidepost, facility, trail, path, road, or way context exists, but it is not a governed fork/decision point inventory."
outputs\ib0b_mainline_route_definition_v1_3b_control_points_only\qixing_lengshuikeng_xiaoyoukeng_gpx_osmrefresh_v1_3b_route_definition_control_points_used_ib0_candidates.csv,True,3,case_id|control_id|control_role|phase|name|lat|lon|required|order|route_action|note|projection_ok|projection_offset_to_osm_m|matched_id_text|osm_way_id_current|osm_id_current|highway|name_osm|route_role|match_score|overlap_ratio|projected_lat|projected_lon|projected_route_dist_m|nearest_ordered_path_offset_m|ordered_path_length_m|included_in_required_way|projection_method|search_window_start_m|search_window_end_m|route_point_warning,route_semantic_context_not_fork_inventory,False,"Route semantic, surface, guidepost, facility, trail, path, road, or way context exists, but it is not a governed fork/decision point inventory."
outputs\ib0b_mainline_route_definition_v1_3b_control_points_only\qixing_lengshuikeng_xiaoyoukeng_gpx_osmrefresh_v1_3b_route_definition_control_points_used_ib0_candidates.geojson,True,3,case_id|control_id|control_role|highway|included_in_required_way|lat|lon|match_score|matched_id_text|name|name_osm|nearest_ordered_path_offset_m|note|order|ordered_path_length_m|osm_id_current|osm_way_id_current|overlap_ratio|phase|projected_lat|projected_lon|projected_route_dist_m|projection_method|projection_offset_to_osm_m|projection_ok|required|route_action|route_point_warning|route_role|search_window_end_m|search_window_start_m,route_semantic_context_not_fork_inventory,False,"Route semantic, surface, guidepost, facility, trail, path, road, or way context exists, but it is not a governed fork/decision point inventory."
outputs\ib0b_mainline_route_definition_v1_3b_control_points_only\qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_mainline_debug_segments_ib0_candidates.csv,True,18,route_id|case_id|case_name|activity_type|activity_name|activity_fp|ia1_version|ia1_dataset_id|ia1_snapshot_tag|input_stage|ab_mode|route_definition_mode|control_points_fp|osm_way_id|name|highway_norm|route_role|mainline_role|distance_to_gpx_m|overlap_ratio|match_score,route_semantic_context_not_fork_inventory,False,"Route semantic, surface, guidepost, facility, trail, path, road, or way context exists, but it is not a governed fork/decision point inventory."
outputs\ib0b_mainline_route_definition_v1_3b_control_points_only\qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_mainline_ib0_candidates.geojson,True,18,ab_mode|activity_buffer_fetch_m|activity_buffer_match_m|activity_fp|activity_name|activity_source|activity_type|case_id|case_name|control_points_fp|distance_score|distance_to_activity_m|distance_to_gpx_m|gpx_buffer_fetch_m|gpx_buffer_match_m|gpx_source|highway|highway_norm|ia1_dataset_id|ia1_snapshot_tag|ia1_version|input_stage|mainline_role|match_score|match_score_threshold|max_distance_m|min_overlap_ratio|name|osm_element_type|osm_id|osm_source|osm_way_id|overlap_len_m|overlap_ratio|pipeline_stage|route_definition_mode|route_id|route_role|segment_len_m|selected|semantic_score,route_semantic_context_not_fork_inventory,False,"Route semantic, surface, guidepost, facility, trail, path, road, or way context exists, but it is not a governed fork/decision point inventory."
outputs\ib0b_mainline_route_definition_v1_3b_control_points_only\qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_mainline_ordered_path_ib0_candidates.geojson,True,1,ab_mode|activity_fp|activity_name|activity_type|analysis_unit|anchor_source_mode|case_id|case_name|control_points_fp|ia1_dataset_id|ia1_snapshot_tag|ia1_version|input_stage|length_m|path_node_n|route_definition_mode|route_id|source,route_semantic_context_not_fork_inventory,False,"Route semantic, surface, guidepost, facility, trail, path, road, or way context exists, but it is not a governed fork/decision point inventory."
outputs\ib0b_mainline_route_definition_v1_3b_control_points_only\qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_route_definition_control_points_used_ib0_candidates.csv,True,9,case_id|control_id|control_role|phase|name|lat|lon|required|order|route_action|note|projection_ok|projection_offset_to_osm_m|matched_id_text|osm_way_id_current|osm_id_current|highway|name_osm|route_role|match_score|overlap_ratio|projected_lat|projected_lon|projected_route_dist_m|nearest_ordered_path_offset_m|ordered_path_length_m|included_in_required_way|projection_method|search_window_start_m|search_window_end_m|route_point_warning,route_semantic_context_not_fork_inventory,False,"Route semantic, surface, guidepost, facility, trail, path, road, or way context exists, but it is not a governed fork/decision point inventory."
outputs\ib0b_mainline_route_definition_v1_3b_control_points_only\qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_route_definition_control_points_used_ib0_candidates.geojson,True,9,case_id|control_id|control_role|highway|included_in_required_way|lat|lon|match_score|matched_id_text|name|name_osm|nearest_ordered_path_offset_m|note|order|ordered_path_length_m|osm_id_current|osm_way_id_current|overlap_ratio|phase|projected_lat|projected_lon|projected_route_dist_m|projection_method|projection_offset_to_osm_m|projection_ok|required|route_action|route_point_warning|route_role|search_window_end_m|search_window_start_m,route_semantic_context_not_fork_inventory,False,"Route semantic, surface, guidepost, facility, trail, path, road, or way context exists, but it is not a governed fork/decision point inventory."
outputs\ib0b_mainline_route_definition_v1_3b_control_points_only\zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b_mainline_debug_segments_ib0_candidates.csv,True,32,route_id|case_id|case_name|activity_type|activity_name|activity_fp|ia1_version|ia1_dataset_id|ia1_snapshot_tag|input_stage|ab_mode|route_definition_mode|control_points_fp|osm_way_id|name|highway_norm|route_role|mainline_role|distance_to_gpx_m|overlap_ratio|match_score,route_semantic_context_not_fork_inventory,False,"Route semantic, surface, guidepost, facility, trail, path, road, or way context exists, but it is not a governed fork/decision point inventory."
outputs\ib0b_mainline_route_definition_v1_3b_control_points_only\zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b_mainline_ib0_candidates.geojson,True,32,ab_mode|activity_buffer_fetch_m|activity_buffer_match_m|activity_fp|activity_name|activity_source|activity_type|case_id|case_name|control_points_fp|distance_score|distance_to_activity_m|distance_to_gpx_m|gpx_buffer_fetch_m|gpx_buffer_match_m|gpx_source|highway|highway_norm|ia1_dataset_id|ia1_snapshot_tag|ia1_version|input_stage|mainline_role|match_score|match_score_threshold|max_distance_m|min_overlap_ratio|name|osm_element_type|osm_id|osm_source|osm_way_id|overlap_len_m|overlap_ratio|pipeline_stage|route_definition_mode|route_id|route_role|segment_len_m|selected|semantic_score,route_semantic_context_not_fork_inventory,False,"Route semantic, surface, guidepost, facility, trail, path, road, or way context exists, but it is not a governed fork/decision point inventory."
outputs\ib0b_mainline_route_definition_v1_3b_control_points_only\zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b_mainline_ordered_path_ib0_candidates.geojson,True,1,ab_mode|activity_fp|activity_name|activity_type|analysis_unit|anchor_source_mode|case_id|case_name|control_points_fp|ia1_dataset_id|ia1_snapshot_tag|ia1_version|input_stage|length_m|path_node_n|route_definition_mode|route_id|source,route_semantic_context_not_fork_inventory,False,"Route semantic, surface, guidepost, facility, trail, path, road, or way context exists, but it is not a governed fork/decision point inventory."
outputs\ib0b_mainline_route_definition_v1_3b_control_points_only\zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b_route_definition_control_points_used_ib0_candidates.csv,True,3,case_id|control_id|control_role|phase|name|lat|lon|required|order|route_action|note|projection_ok|projection_offset_to_osm_m|matched_id_text|osm_way_id_current|osm_id_current|highway|name_osm|route_role|match_score|overlap_ratio|projected_lat|projected_lon|projected_route_dist_m|nearest_ordered_path_offset_m|ordered_path_length_m|included_in_required_way|projection_method|search_window_start_m|search_window_end_m|route_point_warning,route_semantic_context_not_fork_inventory,False,"Route semantic, surface, guidepost, facility, trail, path, road, or way context exists, but it is not a governed fork/decision point inventory."
