source_path,exists,row_count,candidate_columns,source_role,usable_for_fork_exposure,source_gap_reason
outputs\ib1c_route_profile_semantics\qixing_xiaoyoukeng_main_peak_20260315\qixing_xiaoyoukeng_main_peak_20260315_route_profile_semantic_enriched.csv,True,3332,case_id|case_name|activity_type|activity_fp|ordered_path_fp|mainline_fp|sample_idx|dist_m|lat|lon|ele_gpx_m|delta_dist_m|delta_ele_m|slope_pct|slope_band|gain_m|loss_m|cum_gain_m|cum_loss_m|nearest_gpx_idx|nearest_gpx_dist_m|time_raw|ele_smooth|elevation_source|needs_nlsc_elevation|near_highway|dist_highway_m|osm_way_name|osm_way_name_zh|osm_way_id|osm_way_type|osm_highway|osm_surface|osm_tracktype|osm_smoothness|osm_trail_visibility|osm_sac_scale|osm_incline|osm_lit|osm_lit_status|osm_handrail|osm_safety_rope|osm_step_count|osm_width|osm_bridge|osm_bridge_material|osm_ford|osm_tunnel|osm_covered|osm_highway_family|osm_walk_relevance|osm_trail_difficulty_hint|osm_vertical_context|osm_is_steps|near_safety_rope|dist_safety_rope_m|near_assisted_trail|dist_assisted_trail_m|near_handrail|dist_handrail_m|near_rungs|dist_rungs_m|near_ladder|dist_ladder_m|near_via_ferrata|dist_via_ferrata_m|near_street_lamp|dist_street_lamp_m|near_cliff|dist_cliff_m|near_scree|dist_scree_m|near_bare_rock|dist_bare_rock_m|near_landslide|dist_landslide_m|near_waterway|dist_waterway_m|near_water_area|dist_water_area_m,route_semantic_context_not_fork_inventory,False,"Route semantic, surface, guidepost, facility, trail, path, road, or way context exists, but it is not a governed fork/decision point inventory."
outputs\ib1c_route_profile_semantics\qixing_xiaoyoukeng_main_peak_20260315\qixing_xiaoyoukeng_main_peak_20260315_route_profile_semantic_enriched.geojson,True,3332,activity_fp|activity_type|assist_class|case_id|case_name|cum_gain_m|cum_loss_m|delta_dist_m|delta_ele_m|dist_alpine_hut_m|dist_assisted_trail_m|dist_bare_rock_m|dist_bench_m|dist_cliff_m|dist_drinking_water_m|dist_guidepost_m|dist_handrail_m|dist_highway_m|dist_information_office_m|dist_ladder_m|dist_landslide_m|dist_m|dist_peak_m|dist_picnic_site_m|dist_picnic_table_m|dist_rungs_m|dist_safety_rope_m|dist_scree_m|dist_shelter_m|dist_street_lamp_m|dist_toilets_m|dist_trailhead_m|dist_via_ferrata_m|dist_visitor_centre_m|dist_water_area_m|dist_waterway_m|dist_wetland_m|dist_wilderness_hut_m|ele_gpx_m|ele_med|ele_smooth|elevation_source|facility_flags|gain_m|hazard_flags|hydrology_flags|ia1_dataset_id|landmark_flags|lat|lon|loss_m|mainline_fp|near_alpine_hut|near_assisted_trail|near_bare_rock|near_bench|near_cliff|near_drinking_water|near_guidepost|near_handrail|near_highway|near_information_office|near_ladder|near_landslide|near_peak|near_picnic_site|near_picnic_table|near_rungs|near_safety_rope|near_scree|near_shelter|near_street_lamp|near_toilets|near_trailhead|near_via_ferrata|near_visitor_centre|near_water_area|near_waterway|near_wetland|near_wilderness_hut,route_semantic_context_not_fork_inventory,False,"Route semantic, surface, guidepost, facility, trail, path, road, or way context exists, but it is not a governed fork/decision point inventory."
outputs\ib1c_route_profile_semantics\zhonghua_ust_jiuwufeng_roundtrip_biji\zhonghua_ust_jiuwufeng_roundtrip_biji_route_profile_semantic_enriched.csv,True,5239,case_id|case_name|activity_type|activity_fp|ordered_path_fp|mainline_fp|sample_idx|dist_m|lat|lon|ele_gpx_m|delta_dist_m|delta_ele_m|slope_pct|slope_band|gain_m|loss_m|cum_gain_m|cum_loss_m|nearest_gpx_idx|nearest_gpx_dist_m|time_raw|ele_smooth|elevation_source|needs_nlsc_elevation|near_highway|dist_highway_m|osm_way_name|osm_way_name_zh|osm_way_id|osm_way_type|osm_highway|osm_surface|osm_tracktype|osm_smoothness|osm_trail_visibility|osm_sac_scale|osm_incline|osm_lit|osm_lit_status|osm_handrail|osm_safety_rope|osm_step_count|osm_width|osm_bridge|osm_bridge_material|osm_ford|osm_tunnel|osm_covered|osm_highway_family|osm_walk_relevance|osm_trail_difficulty_hint|osm_vertical_context|osm_is_steps|near_safety_rope|dist_safety_rope_m|near_assisted_trail|dist_assisted_trail_m|near_handrail|dist_handrail_m|near_rungs|dist_rungs_m|near_ladder|dist_ladder_m|near_via_ferrata|dist_via_ferrata_m|near_street_lamp|dist_street_lamp_m|near_cliff|dist_cliff_m|near_scree|dist_scree_m|near_bare_rock|dist_bare_rock_m|near_landslide|dist_landslide_m|near_waterway|dist_waterway_m|near_water_area|dist_water_area_m,route_semantic_context_not_fork_inventory,False,"Route semantic, surface, guidepost, facility, trail, path, road, or way context exists, but it is not a governed fork/decision point inventory."
outputs\ib1c_route_profile_semantics\zhonghua_ust_jiuwufeng_roundtrip_biji\zhonghua_ust_jiuwufeng_roundtrip_biji_route_profile_semantic_enriched.geojson,True,5239,activity_fp|activity_type|assist_class|case_id|case_name|cum_gain_m|cum_loss_m|delta_dist_m|delta_ele_m|dist_alpine_hut_m|dist_assisted_trail_m|dist_bare_rock_m|dist_bench_m|dist_cliff_m|dist_drinking_water_m|dist_guidepost_m|dist_handrail_m|dist_highway_m|dist_information_office_m|dist_ladder_m|dist_landslide_m|dist_m|dist_peak_m|dist_picnic_site_m|dist_picnic_table_m|dist_rungs_m|dist_safety_rope_m|dist_scree_m|dist_shelter_m|dist_street_lamp_m|dist_toilets_m|dist_trailhead_m|dist_via_ferrata_m|dist_visitor_centre_m|dist_water_area_m|dist_waterway_m|dist_wetland_m|dist_wilderness_hut_m|ele_gpx_m|ele_med|ele_smooth|elevation_source|facility_flags|gain_m|hazard_flags|hydrology_flags|ia1_dataset_id|landmark_flags|lat|lon|loss_m|mainline_fp|near_alpine_hut|near_assisted_trail|near_bare_rock|near_bench|near_cliff|near_drinking_water|near_guidepost|near_handrail|near_highway|near_information_office|near_ladder|near_landslide|near_peak|near_picnic_site|near_picnic_table|near_rungs|near_safety_rope|near_scree|near_shelter|near_street_lamp|near_toilets|near_trailhead|near_via_ferrata|near_visitor_centre|near_water_area|near_waterway|near_wetland|near_wilderness_hut,route_semantic_context_not_fork_inventory,False,"Route semantic, surface, guidepost, facility, trail, path, road, or way context exists, but it is not a governed fork/decision point inventory."
outputs\ib1c_route_profile_semantics_forced_required_way_test\qixing_lengshuikeng_main_peak_20260523\qixing_lengshuikeng_main_peak_20260523_route_profile_semantic_enriched.csv,True,4189,case_id|case_name|activity_type|activity_fp|ordered_path_fp|mainline_fp|sample_idx|dist_m|lat|lon|ele_gpx_m|delta_dist_m|delta_ele_m|slope_pct|slope_band|gain_m|loss_m|cum_gain_m|cum_loss_m|nearest_gpx_idx|nearest_gpx_dist_m|time_raw|ele_smooth|elevation_source|needs_nlsc_elevation|near_highway|dist_highway_m|osm_way_name|osm_way_name_zh|osm_way_id|osm_way_type|osm_highway|osm_surface|osm_tracktype|osm_smoothness|osm_trail_visibility|osm_sac_scale|osm_incline|osm_lit|osm_lit_status|osm_handrail|osm_safety_rope|osm_step_count|osm_width|osm_bridge|osm_bridge_material|osm_ford|osm_tunnel|osm_covered|osm_highway_family|osm_walk_relevance|osm_trail_difficulty_hint|osm_vertical_context|osm_is_steps|near_safety_rope|dist_safety_rope_m|near_assisted_trail|dist_assisted_trail_m|near_handrail|dist_handrail_m|near_rungs|dist_rungs_m|near_ladder|dist_ladder_m|near_via_ferrata|dist_via_ferrata_m|near_street_lamp|dist_street_lamp_m|near_cliff|dist_cliff_m|near_scree|dist_scree_m|near_bare_rock|dist_bare_rock_m|near_landslide|dist_landslide_m|near_waterway|dist_waterway_m|near_water_area|dist_water_area_m,route_semantic_context_not_fork_inventory,False,"Route semantic, surface, guidepost, facility, trail, path, road, or way context exists, but it is not a governed fork/decision point inventory."
outputs\ib1c_route_profile_semantics_forced_required_way_test\qixing_lengshuikeng_main_peak_20260523\qixing_lengshuikeng_main_peak_20260523_route_profile_semantic_enriched.geojson,True,4189,activity_fp|activity_type|assist_class|case_id|case_name|cum_gain_m|cum_loss_m|delta_dist_m|delta_ele_m|dist_alpine_hut_m|dist_assisted_trail_m|dist_bare_rock_m|dist_bench_m|dist_cliff_m|dist_drinking_water_m|dist_guidepost_m|dist_handrail_m|dist_highway_m|dist_information_office_m|dist_ladder_m|dist_landslide_m|dist_m|dist_peak_m|dist_picnic_site_m|dist_picnic_table_m|dist_rungs_m|dist_safety_rope_m|dist_scree_m|dist_shelter_m|dist_street_lamp_m|dist_toilets_m|dist_trailhead_m|dist_via_ferrata_m|dist_visitor_centre_m|dist_water_area_m|dist_waterway_m|dist_wetland_m|dist_wilderness_hut_m|ele_gpx_m|ele_med|ele_smooth|elevation_source|facility_flags|gain_m|hazard_flags|hydrology_flags|ia1_dataset_id|landmark_flags|lat|lon|loss_m|mainline_fp|near_alpine_hut|near_assisted_trail|near_bare_rock|near_bench|near_cliff|near_drinking_water|near_guidepost|near_handrail|near_highway|near_information_office|near_ladder|near_landslide|near_peak|near_picnic_site|near_picnic_table|near_rungs|near_safety_rope|near_scree|near_shelter|near_street_lamp|near_toilets|near_trailhead|near_via_ferrata|near_visitor_centre|near_water_area|near_waterway|near_wetland|near_wilderness_hut,route_semantic_context_not_fork_inventory,False,"Route semantic, surface, guidepost, facility, trail, path, road, or way context exists, but it is not a governed fork/decision point inventory."
outputs\ib1c_route_profile_semantics_v1_1\qixing_lengshuikeng_main_peak_20260523\qixing_lengshuikeng_main_peak_20260523_route_profile_semantic_enriched.csv,True,4149,case_id|case_name|activity_type|activity_fp|ordered_path_fp|mainline_fp|sample_idx|dist_m|lat|lon|ele_gpx_m|delta_dist_m|delta_ele_m|slope_pct|slope_band|gain_m|loss_m|cum_gain_m|cum_loss_m|nearest_gpx_idx|nearest_gpx_dist_m|time_raw|ele_smooth|elevation_source|needs_nlsc_elevation|near_highway|dist_highway_m|osm_way_name|osm_way_name_zh|osm_way_id|osm_way_type|osm_highway|osm_surface|osm_tracktype|osm_smoothness|osm_trail_visibility|osm_sac_scale|osm_incline|osm_lit|osm_lit_status|osm_handrail|osm_safety_rope|osm_step_count|osm_width|osm_bridge|osm_bridge_material|osm_ford|osm_tunnel|osm_covered|osm_highway_family|osm_walk_relevance|osm_trail_difficulty_hint|osm_vertical_context|osm_is_steps|near_safety_rope|dist_safety_rope_m|near_assisted_trail|dist_assisted_trail_m|near_handrail|dist_handrail_m|near_rungs|dist_rungs_m|near_ladder|dist_ladder_m|near_via_ferrata|dist_via_ferrata_m|near_street_lamp|dist_street_lamp_m|near_cliff|dist_cliff_m|near_scree|dist_scree_m|near_bare_rock|dist_bare_rock_m|near_landslide|dist_landslide_m|near_waterway|dist_waterway_m|near_water_area|dist_water_area_m,route_semantic_context_not_fork_inventory,False,"Route semantic, surface, guidepost, facility, trail, path, road, or way context exists, but it is not a governed fork/decision point inventory."
outputs\ib1c_route_profile_semantics_v1_1\qixing_lengshuikeng_main_peak_20260523\qixing_lengshuikeng_main_peak_20260523_route_profile_semantic_enriched.geojson,True,4149,activity_fp|activity_type|assist_class|case_id|case_name|cum_gain_m|cum_loss_m|delta_dist_m|delta_ele_m|dist_alpine_hut_m|dist_assisted_trail_m|dist_bare_rock_m|dist_bench_m|dist_cliff_m|dist_drinking_water_m|dist_guidepost_m|dist_handrail_m|dist_highway_m|dist_information_office_m|dist_ladder_m|dist_landslide_m|dist_m|dist_peak_m|dist_picnic_site_m|dist_picnic_table_m|dist_rungs_m|dist_safety_rope_m|dist_scree_m|dist_shelter_m|dist_street_lamp_m|dist_toilets_m|dist_trailhead_m|dist_via_ferrata_m|dist_visitor_centre_m|dist_water_area_m|dist_waterway_m|dist_wetland_m|dist_wilderness_hut_m|ele_gpx_m|ele_med|ele_smooth|elevation_source|facility_flags|gain_m|hazard_flags|hydrology_flags|ia1_dataset_id|landmark_flags|lat|lon|loss_m|mainline_fp|near_alpine_hut|near_assisted_trail|near_bare_rock|near_bench|near_cliff|near_drinking_water|near_guidepost|near_handrail|near_highway|near_information_office|near_ladder|near_landslide|near_peak|near_picnic_site|near_picnic_table|near_rungs|near_safety_rope|near_scree|near_shelter|near_street_lamp|near_toilets|near_trailhead|near_via_ferrata|near_visitor_centre|near_water_area|near_waterway|near_wetland|near_wilderness_hut,route_semantic_context_not_fork_inventory,False,"Route semantic, surface, guidepost, facility, trail, path, road, or way context exists, but it is not a governed fork/decision point inventory."
outputs\ib1c_route_profile_semantics_v1_1\qixing_xiaoyoukeng_main_peak_20260315\qixing_xiaoyoukeng_main_peak_20260315_route_profile_semantic_enriched.csv,True,3332,case_id|case_name|activity_type|activity_fp|ordered_path_fp|mainline_fp|sample_idx|dist_m|lat|lon|ele_gpx_m|delta_dist_m|delta_ele_m|slope_pct|slope_band|gain_m|loss_m|cum_gain_m|cum_loss_m|nearest_gpx_idx|nearest_gpx_dist_m|time_raw|ele_smooth|elevation_source|needs_nlsc_elevation|near_highway|dist_highway_m|osm_way_name|osm_way_name_zh|osm_way_id|osm_way_type|osm_highway|osm_surface|osm_tracktype|osm_smoothness|osm_trail_visibility|osm_sac_scale|osm_incline|osm_lit|osm_lit_status|osm_handrail|osm_safety_rope|osm_step_count|osm_width|osm_bridge|osm_bridge_material|osm_ford|osm_tunnel|osm_covered|osm_highway_family|osm_walk_relevance|osm_trail_difficulty_hint|osm_vertical_context|osm_is_steps|near_safety_rope|dist_safety_rope_m|near_assisted_trail|dist_assisted_trail_m|near_handrail|dist_handrail_m|near_rungs|dist_rungs_m|near_ladder|dist_ladder_m|near_via_ferrata|dist_via_ferrata_m|near_street_lamp|dist_street_lamp_m|near_cliff|dist_cliff_m|near_scree|dist_scree_m|near_bare_rock|dist_bare_rock_m|near_landslide|dist_landslide_m|near_waterway|dist_waterway_m|near_water_area|dist_water_area_m,route_semantic_context_not_fork_inventory,False,"Route semantic, surface, guidepost, facility, trail, path, road, or way context exists, but it is not a governed fork/decision point inventory."
outputs\ib1c_route_profile_semantics_v1_1\qixing_xiaoyoukeng_main_peak_20260315\qixing_xiaoyoukeng_main_peak_20260315_route_profile_semantic_enriched.geojson,True,3332,activity_fp|activity_type|assist_class|case_id|case_name|cum_gain_m|cum_loss_m|delta_dist_m|delta_ele_m|dist_alpine_hut_m|dist_assisted_trail_m|dist_bare_rock_m|dist_bench_m|dist_cliff_m|dist_drinking_water_m|dist_guidepost_m|dist_handrail_m|dist_highway_m|dist_information_office_m|dist_ladder_m|dist_landslide_m|dist_m|dist_peak_m|dist_picnic_site_m|dist_picnic_table_m|dist_rungs_m|dist_safety_rope_m|dist_scree_m|dist_shelter_m|dist_street_lamp_m|dist_toilets_m|dist_trailhead_m|dist_via_ferrata_m|dist_visitor_centre_m|dist_water_area_m|dist_waterway_m|dist_wetland_m|dist_wilderness_hut_m|ele_gpx_m|ele_med|ele_smooth|elevation_source|facility_flags|gain_m|hazard_flags|hydrology_flags|ia1_dataset_id|landmark_flags|lat|lon|loss_m|mainline_fp|near_alpine_hut|near_assisted_trail|near_bare_rock|near_bench|near_cliff|near_drinking_water|near_guidepost|near_handrail|near_highway|near_information_office|near_ladder|near_landslide|near_peak|near_picnic_site|near_picnic_table|near_rungs|near_safety_rope|near_scree|near_shelter|near_street_lamp|near_toilets|near_trailhead|near_via_ferrata|near_visitor_centre|near_water_area|near_waterway|near_wetland|near_wilderness_hut,route_semantic_context_not_fork_inventory,False,"Route semantic, surface, guidepost, facility, trail, path, road, or way context exists, but it is not a governed fork/decision point inventory."
outputs\ib1c_route_profile_semantics_v1_3b_contract_qa\juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b\juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b_route_profile_semantic_enriched.csv,True,3697,case_id|case_name|activity_type|activity_fp|ordered_path_fp|mainline_fp|sample_idx|dist_m|lat|lon|ele_gpx_m|delta_dist_m|delta_ele_m|slope_pct|slope_band|gain_m|loss_m|cum_gain_m|cum_loss_m|nearest_gpx_idx|nearest_gpx_dist_m|time_raw|ele_smooth|elevation_source|needs_nlsc_elevation|near_highway|dist_highway_m|osm_way_name|osm_way_name_zh|osm_way_id|osm_way_type|osm_highway|osm_surface|osm_tracktype|osm_smoothness|osm_trail_visibility|osm_sac_scale|osm_incline|osm_lit|osm_lit_status|osm_handrail|osm_safety_rope|osm_step_count|osm_width|osm_bridge|osm_bridge_material|osm_ford|osm_tunnel|osm_covered|osm_highway_family|osm_walk_relevance|osm_trail_difficulty_hint|osm_vertical_context|osm_is_steps|near_safety_rope|dist_safety_rope_m|near_assisted_trail|dist_assisted_trail_m|near_handrail|dist_handrail_m|near_rungs|dist_rungs_m|near_ladder|dist_ladder_m|near_via_ferrata|dist_via_ferrata_m|near_street_lamp|dist_street_lamp_m|near_cliff|dist_cliff_m|near_scree|dist_scree_m|near_bare_rock|dist_bare_rock_m|near_landslide|dist_landslide_m|near_waterway|dist_waterway_m|near_water_area|dist_water_area_m,route_semantic_context_not_fork_inventory,False,"Route semantic, surface, guidepost, facility, trail, path, road, or way context exists, but it is not a governed fork/decision point inventory."
outputs\ib1c_route_profile_semantics_v1_3b_contract_qa\juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b\juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b_route_profile_semantic_enriched.geojson,True,3697,activity_fp|activity_type|assist_class|case_id|case_name|cum_gain_m|cum_loss_m|delta_dist_m|delta_ele_m|dist_alpine_hut_m|dist_assisted_trail_m|dist_bare_rock_m|dist_bench_m|dist_cliff_m|dist_drinking_water_m|dist_guidepost_m|dist_handrail_m|dist_highway_m|dist_information_office_m|dist_ladder_m|dist_landslide_m|dist_m|dist_peak_m|dist_picnic_site_m|dist_picnic_table_m|dist_rungs_m|dist_safety_rope_m|dist_scree_m|dist_shelter_m|dist_street_lamp_m|dist_toilets_m|dist_trailhead_m|dist_via_ferrata_m|dist_visitor_centre_m|dist_water_area_m|dist_waterway_m|dist_wetland_m|dist_wilderness_hut_m|ele_gpx_m|ele_med|ele_smooth|elevation_source|facility_flags|gain_m|hazard_flags|hydrology_flags|ia1_dataset_id|landmark_flags|lat|lon|loss_m|mainline_fp|near_alpine_hut|near_assisted_trail|near_bare_rock|near_bench|near_cliff|near_drinking_water|near_guidepost|near_handrail|near_highway|near_information_office|near_ladder|near_landslide|near_peak|near_picnic_site|near_picnic_table|near_rungs|near_safety_rope|near_scree|near_shelter|near_street_lamp|near_toilets|near_trailhead|near_via_ferrata|near_visitor_centre|near_water_area|near_waterway|near_wetland|near_wilderness_hut,route_semantic_context_not_fork_inventory,False,"Route semantic, surface, guidepost, facility, trail, path, road, or way context exists, but it is not a governed fork/decision point inventory."
outputs\ib1c_route_profile_semantics_v1_3b_contract_qa\qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b\qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b_route_profile_semantic_enriched.csv,True,4189,case_id|case_name|activity_type|activity_fp|ordered_path_fp|mainline_fp|sample_idx|dist_m|lat|lon|ele_gpx_m|delta_dist_m|delta_ele_m|slope_pct|slope_band|gain_m|loss_m|cum_gain_m|cum_loss_m|nearest_gpx_idx|nearest_gpx_dist_m|time_raw|ele_smooth|elevation_source|needs_nlsc_elevation|near_highway|dist_highway_m|osm_way_name|osm_way_name_zh|osm_way_id|osm_way_type|osm_highway|osm_surface|osm_tracktype|osm_smoothness|osm_trail_visibility|osm_sac_scale|osm_incline|osm_lit|osm_lit_status|osm_handrail|osm_safety_rope|osm_step_count|osm_width|osm_bridge|osm_bridge_material|osm_ford|osm_tunnel|osm_covered|osm_highway_family|osm_walk_relevance|osm_trail_difficulty_hint|osm_vertical_context|osm_is_steps|near_safety_rope|dist_safety_rope_m|near_assisted_trail|dist_assisted_trail_m|near_handrail|dist_handrail_m|near_rungs|dist_rungs_m|near_ladder|dist_ladder_m|near_via_ferrata|dist_via_ferrata_m|near_street_lamp|dist_street_lamp_m|near_cliff|dist_cliff_m|near_scree|dist_scree_m|near_bare_rock|dist_bare_rock_m|near_landslide|dist_landslide_m|near_waterway|dist_waterway_m|near_water_area|dist_water_area_m,route_semantic_context_not_fork_inventory,False,"Route semantic, surface, guidepost, facility, trail, path, road, or way context exists, but it is not a governed fork/decision point inventory."
outputs\ib1c_route_profile_semantics_v1_3b_contract_qa\qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b\qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b_route_profile_semantic_enriched.geojson,True,4189,activity_fp|activity_type|assist_class|case_id|case_name|cum_gain_m|cum_loss_m|delta_dist_m|delta_ele_m|dist_alpine_hut_m|dist_assisted_trail_m|dist_bare_rock_m|dist_bench_m|dist_cliff_m|dist_drinking_water_m|dist_guidepost_m|dist_handrail_m|dist_highway_m|dist_information_office_m|dist_ladder_m|dist_landslide_m|dist_m|dist_peak_m|dist_picnic_site_m|dist_picnic_table_m|dist_rungs_m|dist_safety_rope_m|dist_scree_m|dist_shelter_m|dist_street_lamp_m|dist_toilets_m|dist_trailhead_m|dist_via_ferrata_m|dist_visitor_centre_m|dist_water_area_m|dist_waterway_m|dist_wetland_m|dist_wilderness_hut_m|ele_gpx_m|ele_med|ele_smooth|elevation_source|facility_flags|gain_m|hazard_flags|hydrology_flags|ia1_dataset_id|landmark_flags|lat|lon|loss_m|mainline_fp|near_alpine_hut|near_assisted_trail|near_bare_rock|near_bench|near_cliff|near_drinking_water|near_guidepost|near_handrail|near_highway|near_information_office|near_ladder|near_landslide|near_peak|near_picnic_site|near_picnic_table|near_rungs|near_safety_rope|near_scree|near_shelter|near_street_lamp|near_toilets|near_trailhead|near_via_ferrata|near_visitor_centre|near_water_area|near_waterway|near_wetland|near_wilderness_hut,route_semantic_context_not_fork_inventory,False,"Route semantic, surface, guidepost, facility, trail, path, road, or way context exists, but it is not a governed fork/decision point inventory."
outputs\ib1c_route_profile_semantics_v1_3b_contract_qa\qixing_lengshuikeng_xiaoyoukeng_gpx_osmrefresh_v1_3b\qixing_lengshuikeng_xiaoyoukeng_gpx_osmrefresh_v1_3b_route_profile_semantic_enriched.csv,True,3697,case_id|case_name|activity_type|activity_fp|ordered_path_fp|mainline_fp|sample_idx|dist_m|lat|lon|ele_gpx_m|delta_dist_m|delta_ele_m|slope_pct|slope_band|gain_m|loss_m|cum_gain_m|cum_loss_m|nearest_gpx_idx|nearest_gpx_dist_m|time_raw|ele_smooth|elevation_source|needs_nlsc_elevation|near_highway|dist_highway_m|osm_way_name|osm_way_name_zh|osm_way_id|osm_way_type|osm_highway|osm_surface|osm_tracktype|osm_smoothness|osm_trail_visibility|osm_sac_scale|osm_incline|osm_lit|osm_lit_status|osm_handrail|osm_safety_rope|osm_step_count|osm_width|osm_bridge|osm_bridge_material|osm_ford|osm_tunnel|osm_covered|osm_highway_family|osm_walk_relevance|osm_trail_difficulty_hint|osm_vertical_context|osm_is_steps|near_safety_rope|dist_safety_rope_m|near_assisted_trail|dist_assisted_trail_m|near_handrail|dist_handrail_m|near_rungs|dist_rungs_m|near_ladder|dist_ladder_m|near_via_ferrata|dist_via_ferrata_m|near_street_lamp|dist_street_lamp_m|near_cliff|dist_cliff_m|near_scree|dist_scree_m|near_bare_rock|dist_bare_rock_m|near_landslide|dist_landslide_m|near_waterway|dist_waterway_m|near_water_area|dist_water_area_m,route_semantic_context_not_fork_inventory,False,"Route semantic, surface, guidepost, facility, trail, path, road, or way context exists, but it is not a governed fork/decision point inventory."
outputs\ib1c_route_profile_semantics_v1_3b_contract_qa\qixing_lengshuikeng_xiaoyoukeng_gpx_osmrefresh_v1_3b\qixing_lengshuikeng_xiaoyoukeng_gpx_osmrefresh_v1_3b_route_profile_semantic_enriched.geojson,True,3697,activity_fp|activity_type|assist_class|case_id|case_name|cum_gain_m|cum_loss_m|delta_dist_m|delta_ele_m|dist_alpine_hut_m|dist_assisted_trail_m|dist_bare_rock_m|dist_bench_m|dist_cliff_m|dist_drinking_water_m|dist_guidepost_m|dist_handrail_m|dist_highway_m|dist_information_office_m|dist_ladder_m|dist_landslide_m|dist_m|dist_peak_m|dist_picnic_site_m|dist_picnic_table_m|dist_rungs_m|dist_safety_rope_m|dist_scree_m|dist_shelter_m|dist_street_lamp_m|dist_toilets_m|dist_trailhead_m|dist_via_ferrata_m|dist_visitor_centre_m|dist_water_area_m|dist_waterway_m|dist_wetland_m|dist_wilderness_hut_m|ele_gpx_m|ele_med|ele_smooth|elevation_source|facility_flags|gain_m|hazard_flags|hydrology_flags|ia1_dataset_id|landmark_flags|lat|lon|loss_m|mainline_fp|near_alpine_hut|near_assisted_trail|near_bare_rock|near_bench|near_cliff|near_drinking_water|near_guidepost|near_handrail|near_highway|near_information_office|near_ladder|near_landslide|near_peak|near_picnic_site|near_picnic_table|near_rungs|near_safety_rope|near_scree|near_shelter|near_street_lamp|near_toilets|near_trailhead|near_via_ferrata|near_visitor_centre|near_water_area|near_waterway|near_wetland|near_wilderness_hut,route_semantic_context_not_fork_inventory,False,"Route semantic, surface, guidepost, facility, trail, path, road, or way context exists, but it is not a governed fork/decision point inventory."
outputs\ib1c_route_profile_semantics_v1_3b_contract_qa\qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b\qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_route_profile_semantic_enriched.csv,True,3247,case_id|case_name|activity_type|activity_fp|ordered_path_fp|mainline_fp|sample_idx|dist_m|lat|lon|ele_gpx_m|delta_dist_m|delta_ele_m|slope_pct|slope_band|gain_m|loss_m|cum_gain_m|cum_loss_m|nearest_gpx_idx|nearest_gpx_dist_m|time_raw|ele_smooth|elevation_source|needs_nlsc_elevation|near_highway|dist_highway_m|osm_way_name|osm_way_name_zh|osm_way_id|osm_way_type|osm_highway|osm_surface|osm_tracktype|osm_smoothness|osm_trail_visibility|osm_sac_scale|osm_incline|osm_lit|osm_lit_status|osm_handrail|osm_safety_rope|osm_step_count|osm_width|osm_bridge|osm_bridge_material|osm_ford|osm_tunnel|osm_covered|osm_highway_family|osm_walk_relevance|osm_trail_difficulty_hint|osm_vertical_context|osm_is_steps|near_safety_rope|dist_safety_rope_m|near_assisted_trail|dist_assisted_trail_m|near_handrail|dist_handrail_m|near_rungs|dist_rungs_m|near_ladder|dist_ladder_m|near_via_ferrata|dist_via_ferrata_m|near_street_lamp|dist_street_lamp_m|near_cliff|dist_cliff_m|near_scree|dist_scree_m|near_bare_rock|dist_bare_rock_m|near_landslide|dist_landslide_m|near_waterway|dist_waterway_m|near_water_area|dist_water_area_m,route_semantic_context_not_fork_inventory,False,"Route semantic, surface, guidepost, facility, trail, path, road, or way context exists, but it is not a governed fork/decision point inventory."
