case_id,route_source_path,graph_source_path,node_id,mainline_route_dist_m,lat,lon,side_branch_neighbor_node_id,side_branch_neighbor_lat,side_branch_neighbor_lon,side_branch_distance_from_mainline_m,side_branch_angle_deg,classification_reason
zhonghua_ust_jiuwufeng,outputs/ib1c_route_profile_semantics_v1_3b_contract_qa/zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b/zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.0327567,121.5945466",3953.0,25.0327567,121.59454657,"coord:25.0327620,121.5945546",25.03276205,121.59455456,1.0,59.563,neighbor edge is not aligned to matched mainline route corridor
zhonghua_ust_jiuwufeng,outputs/ib1c_route_profile_semantics_v1_3b_contract_qa/zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b/zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.0327567,121.5945466",3953.0,25.0327567,121.59454657,"coord:25.0327514,121.5945386",25.03275136,121.59453858,1.0,120.437,neighbor edge is not aligned to matched mainline route corridor
zhonghua_ust_jiuwufeng,outputs/ib1c_route_profile_semantics_v1_3b_contract_qa/zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b/zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.0327514,121.5945386",1495.0,25.03275136,121.59453858,"coord:25.0327567,121.5945466",25.0327567,121.59454657,1.0,121.554,neighbor edge is not aligned to matched mainline route corridor
zhonghua_ust_jiuwufeng,outputs/ib1c_route_profile_semantics_v1_3b_contract_qa/zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b/zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.0327514,121.5945386",1495.0,25.03275136,121.59453858,"coord:25.0327459,121.5945307",25.03274585,121.59453073,1.0,59.777,neighbor edge is not aligned to matched mainline route corridor
zhonghua_ust_jiuwufeng,outputs/ib1c_route_profile_semantics_v1_3b_contract_qa/zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b/zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.0327459,121.5945307",3952.0,25.03274585,121.59453073,"coord:25.0327514,121.5945386",25.03275136,121.59453858,1.0,50.69,neighbor edge is not aligned to matched mainline route corridor
zhonghua_ust_jiuwufeng,outputs/ib1c_route_profile_semantics_v1_3b_contract_qa/zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b/zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.0327459,121.5945307",3952.0,25.03274585,121.59453073,"coord:25.0327403,121.5945229",25.03274033,121.5945229,1.001,129.206,neighbor edge is not aligned to matched mainline route corridor
zhonghua_ust_jiuwufeng,outputs/ib1c_route_profile_semantics_v1_3b_contract_qa/zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b/zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.0327403,121.5945229",1496.0,25.03274033,121.5945229,"coord:25.0327348,121.5945151",25.0327348,121.59451506,1.001,48.161,neighbor edge is not aligned to matched mainline route corridor
zhonghua_ust_jiuwufeng,outputs/ib1c_route_profile_semantics_v1_3b_contract_qa/zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b/zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.0327403,121.5945229",1496.0,25.03274033,121.5945229,"coord:25.0327459,121.5945307",25.03274585,121.59453073,1.001,131.839,neighbor edge is not aligned to matched mainline route corridor
zhonghua_ust_jiuwufeng,outputs/ib1c_route_profile_semantics_v1_3b_contract_qa/zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b/zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.0327348,121.5945151",3951.0,25.0327348,121.59451506,"coord:25.0327403,121.5945229",25.03274033,121.5945229,1.001,39.056,neighbor edge is not aligned to matched mainline route corridor
zhonghua_ust_jiuwufeng,outputs/ib1c_route_profile_semantics_v1_3b_contract_qa/zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b/zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.0327238,121.5944994",3949.0,25.03272376,121.59449938,"coord:25.0327182,121.5944915",25.03271823,121.59449154,1.001,142.365,neighbor edge is not aligned to matched mainline route corridor
